contig_5327_pilon	418997	452950	2	2	1	1	0	70
contig_533_pilon	128163	129542	2	2	1	1	0	50
contig_533_pilon	128163	130540	2	2	1	1	0	34
contig_533_pilon	131139	143946	1	1	1	1	0	58
contig_533_pilon	144059	144428	1	1	1	1	0	45
contig_5331_pilon	61416	63900	2	2	0	1	0	50
contig_5331_pilon	61416	67986	2	2	1	1	0	37
contig_5331_pilon	61416	72789	2	2	1	7	1	71
contig_5331_pilon	72869	82768	2	2	1	8	1	53
contig_5331_pilon	82822	83422	2	2	1	3	1	53
contig_5331_pilon	82822	93357	2	2	1	7	0	30
contig_5331_pilon	83509	87885	2	2	1	1	0	30
contig_5331_pilon	87981	93357	2	2	1	2	0	70
contig_5331_pilon	90195	93357	2	2	1	1	0	70
contig_5331_pilon	93428	97443	2	2	1	18	0	70
contig_5331_pilon	144760	146136	2	2	1	3	0	35
contig_5331_pilon	146218	150465	2	2	1	2	0	65
contig_5331_pilon	155944	158261	2	2	1	1	0	58
contig_5331_pilon	158324	164592	2	2	1	1	0	41
contig_5331_pilon	167024	175942	2	2	1	1	0	50
contig_5331_pilon	176034	180046	2	2	1	1	0	69
contig_5331_pilon	180195	180312	2	2	1	1	0	64
contig_5331_pilon	180438	191254	2	2	1	4	0	50
contig_5331_pilon	191625	194581	2	2	1	2	0	70
contig_5331_pilon	194652	195791	1	1	1	1	0	40
contig_5331_pilon	194801	194861	2	4	1	1	0	72
contig_5331_pilon	195889	196630	1	1	1	3	0	73
contig_5331_pilon	196726	197299	1	1	1	2	0	33
contig_5331_pilon	197445	202566	1	1	1	1	0	58
contig_5331_pilon	231729	232122	1	1	1	5	2	72
contig_5331_pilon	232261	242218	1	1	1	5	0	43
contig_5331_pilon	246650	246832	0	0	1	3	0	44
contig_5331_pilon	249117	249435	2	2	1	24	0	72
contig_5331_pilon	249582	250439	2	2	1	13	0	72
contig_5331_pilon	250569	251700	2	2	1	24	1	69
contig_5331_pilon	251798	253103	2	2	1	15	1	75
contig_5331_pilon	454413	477369	1	1	1	1	0	53
contig_5331_pilon	499027	499426	1	1	1	2	0	19
contig_5331_pilon	499559	501126	1	1	1	1	0	68
contig_5331_pilon	549538	558159	1	1	1	5	0	30
contig_5331_pilon	558252	577977	1	1	1	4	0	60
contig_5331_pilon	558252	584740	1	1	1	1	0	47
contig_5331_pilon	578103	584740	1	1	1	3	0	42
contig_5331_pilon	584895	591530	1	1	1	1	0	19
