contig_533_pilon	128163	130540	2	2	1	1	0	34
contig_533_pilon	134528	143946	1	1	1	3	0	64
contig_533_pilon	144567	155595	1	1	1	3	0	23
contig_533_pilon	285225	294939	1	1	1	1	0	39
contig_5331_pilon	61416	67986	2	2	1	1	0	48
contig_5331_pilon	61416	72789	2	2	1	5	0	75
contig_5331_pilon	72869	82768	2	2	1	4	0	53
contig_5331_pilon	82822	83422	2	2	1	2	0	53
contig_5331_pilon	82822	93357	2	2	1	4	0	53
contig_5331_pilon	82822	97443	2	2	1	2	0	32
contig_5331_pilon	87981	93357	2	2	1	0	1	71
contig_5331_pilon	90195	93357	2	2	1	3	1	70
contig_5331_pilon	93428	97443	2	2	1	16	2	70
contig_5331_pilon	124920	136878	2	2	1	1	0	23
contig_5331_pilon	144760	146136	2	2	1	5	0	60
contig_5331_pilon	146218	150465	2	2	1	7	0	70
contig_5331_pilon	150552	151750	2	2	1	4	0	72
contig_5331_pilon	151861	152084	2	2	1	0	1	70
contig_5331_pilon	151867	152084	2	2	1	3	0	56
contig_5331_pilon	152249	153253	2	2	1	1	0	55
contig_5331_pilon	153341	155843	2	2	1	8	0	57
contig_5331_pilon	155944	158261	2	2	1	8	0	71
contig_5331_pilon	155944	164592	2	2	1	3	0	37
contig_5331_pilon	158324	164592	2	2	1	3	0	54
contig_5331_pilon	164647	166914	2	2	1	5	0	54
contig_5331_pilon	167024	175942	2	2	1	5	0	72
contig_5331_pilon	176034	180046	2	2	1	3	0	58
contig_5331_pilon	180195	180312	2	2	1	4	0	75
contig_5331_pilon	180438	191254	2	2	1	10	0	73
contig_5331_pilon	191625	193026	2	2	1	4	0	62
contig_5331_pilon	191625	194079	2	2	1	2	0	71
contig_5331_pilon	193135	194581	2	2	1	1	0	45
contig_5331_pilon	195889	196630	1	1	1	1	0	59
contig_5331_pilon	196726	197299	1	1	1	1	0	24
contig_5331_pilon	197445	202566	1	1	1	1	0	48
contig_5331_pilon	202615	205877	1	1	1	1	0	23
contig_5331_pilon	227514	231503	1	1	1	2	0	35
contig_5331_pilon	231729	232122	1	1	1	8	1	74
contig_5331_pilon	231729	232208	1	1	1	1	1	44
contig_5331_pilon	232261	242218	1	1	1	11	0	64
contig_5331_pilon	233209	233790	1	1	1	1	0	45
contig_5331_pilon	235650	236239	1	1	1	1	0	65
contig_5331_pilon	248574	250554	2	2	1	2	0	14
contig_5331_pilon	249117	249435	2	2	1	113	5	75
contig_5331_pilon	249117	250439	2	2	1	1	0	67
contig_5331_pilon	249117	251700	2	2	1	1	0	49
contig_5331_pilon	249511	249536	0	0	1	9	0	45
contig_5331_pilon	249582	250439	2	2	1	55	2	75
contig_5331_pilon	249582	251700	2	2	1	2	0	50
contig_5331_pilon	250518	253279	1	3	1	1	0	19
contig_5331_pilon	250569	251684	2	2	1	1	1	61
contig_5331_pilon	250569	251700	2	2	1	98	3	75
contig_5331_pilon	251798	252579	2	2	1	1	0	42
contig_5331_pilon	251798	253103	2	2	1	35	2	71
contig_5331_pilon	277272	277703	1	3	1	0	1	55
contig_5331_pilon	339565	339670	1	3	1	1	0	52
contig_5331_pilon	401116	401197	2	4	1	1	0	57
contig_5331_pilon	440580	497060	1	1	1	2	0	55
