chr1	3123416	3127829	1	1	1	0	4	48
chr1	3127333	3223085	1	1	1	0	16	34
chr1	4054522	4058133	2	2	1	0	2	35
chr1	4186172	4189890	2	2	1	3	0	45
chr1	4189936	4190237	2	2	1	3	0	44
chr1	4190297	4212834	2	2	1	1	0	41
chr1	4212990	4218034	2	2	1	1	0	38
chr1	4218187	4218834	2	2	1	1	0	48
chr1	4218968	4234077	2	2	1	3	0	40
chr1	4234165	4240427	2	2	1	3	0	30
chr1	4240628	4267756	2	2	1	2	0	31
chr1	4267865	4276882	2	2	1	2	0	48
chr1	4562892	4563322	2	2	1	1	0	35
chr1	4629965	4630176	2	2	1	0	1	39
chr1	4630389	4630600	2	2	1	0	1	16
chr1	4844576	4844621	1	3	1	2	3	50
chr1	4844740	4846628	2	2	1	2	4	37
chr1	4844740	4846632	2	2	1	5	23	47
chr1	4844740	4847747	2	2	1	46	3	49
chr1	4847025	4847747	2	2	1	684	10	50
chr1	4847872	4848970	2	2	1	3	40	48
chr1	4847872	4852790	2	2	1	640	69	50
chr1	4849022	4850690	2	2	1	1	1	42
chr1	4849022	4852790	2	2	1	3	3	49
chr1	4852284	4852790	2	2	1	1	0	26
chr1	4852525	4852790	2	2	1	4	3	37
chr1	4852951	4854168	2	2	1	1	5	35
chr1	4852957	4854168	2	2	1	1	9	34
chr1	4852957	4854173	2	2	1	705	19	49
chr1	4852957	4854300	2	2	1	1	9	28
chr1	4852957	4855795	2	2	1	1	7	47
chr1	4854324	4855795	2	2	1	1	2	20
chr1	4854329	4855795	2	2	1	765	9	49
chr1	4854329	4855840	2	2	1	3	8	29
chr1	4863206	4906362	2	2	1	0	3	38
chr1	4878206	4878677	1	1	1	248	29	35
chr1	4878710	4898806	1	1	1	246	38	33
chr1	4878710	4900490	1	1	1	3	2	32
chr1	4878710	4902533	1	1	1	2	5	32
chr1	4898873	4900490	1	1	1	260	39	50
chr1	4899318	4903755	1	1	1	0	9	33
chr1	4900539	4902533	1	1	1	256	26	48
chr1	4902605	4907223	1	1	1	255	19	49
chr1	4907298	4907824	1	1	1	2	0	46
chr1	4907298	4909609	1	1	1	247	13	49
chr1	4907298	4911178	1	1	1	4	5	43
chr1	4909712	4911178	1	1	1	257	12	50
chr1	4911356	4915185	1	1	1	248	11	50
chr1	4911356	4937692	1	1	0	1	0	14
chr1	4928200	4929443	1	1	1	1	0	47
chr1	4928200	4937692	1	1	1	342	252	50
chr1	4928643	4937692	1	1	0	1	0	28
chr1	4937756	4948249	1	1	1	323	169	50
chr1	4948356	4956966	1	1	1	250	386	50
chr1	4957055	4959679	1	1	1	204	325	48
chr1	4957055	4959682	1	1	1	94	25	46
chr1	4957055	4959793	1	1	0	1	0	15
chr1	4959826	4960962	1	1	1	614	76	49
chr1	4961020	4962137	1	5	1	452	178	49
chr1	4961642	4963639	1	1	1	1	0	41
chr1	4962293	4963639	1	1	1	537	53	50
chr1	4963787	4965156	1	1	1	279	365	50
chr1	4965229	4966578	1	1	1	219	304	49
chr1	4967438	4967470	2	2	1	0	71	34
chr1	4987204	4994069	2	2	1	1	0	12
chr1	4991359	5021186	2	2	1	16	103	50
chr1	5153502	5153774	1	1	1	1	5	13
chr1	5153502	5154639	1	1	1	164	21	50
chr1	5153849	5154639	1	1	1	8	4	47
chr1	5153885	5154639	1	1	1	2	3	50
chr1	5154787	5158782	1	1	1	6	0	48
chr1	5154787	5159231	1	1	1	153	8	50
chr1	5154804	5159231	1	1	1	3	2	27
chr1	5158856	5159231	1	1	1	1	1	25
chr1	5159335	5163585	1	1	1	160	13	49
chr1	5159335	5165837	1	1	1	4	1	44
chr1	5163676	5165837	1	1	1	133	50	49
chr1	5163717	5165837	1	1	1	0	44	30
chr1	5165952	5168251	1	1	1	157	7	49
chr1	5168357	5171292	1	1	1	144	11	50
chr1	5168357	5187612	1	1	1	18	6	47
chr1	5171347	5187612	1	1	1	146	7	49
chr1	5187711	5194499	1	1	1	195	22	49
chr1	5194693	5203306	1	1	1	152	4	49
chr1	5203464	5206034	1	1	1	1	0	33
chr1	5203486	5206034	1	1	1	178	5	49
chr1	5203486	5213972	1	1	1	2	0	30
chr1	5206161	5213972	1	1	1	160	0	50
chr1	5214075	5220170	1	1	1	207	7	49
chr1	5220285	5232327	1	1	1	205	2	50
chr1	6076059	6076484	1	1	1	1	0	40
chr1	6154543	6157445	1	1	1	24	40	14
chr1	6154580	6157445	1	1	1	15	24	13
chr1	6285182	6298163	1	1	1	40	1	47
chr1	6285182	6300182	1	1	1	1	0	14
chr1	6285477	6298163	1	1	1	1	0	43
chr1	6298274	6300182	1	1	1	47	2	50
chr1	6298274	6304184	1	1	1	2	0	19
chr1	6300298	6304184	1	1	1	47	0	50
chr1	6304312	6304452	1	1	1	54	0	50
chr1	6304624	6308485	1	1	1	43	0	49
chr1	6308634	6310175	1	1	1	2	0	46
chr1	6308689	6310175	1	1	1	32	0	46
chr1	6308689	6310180	1	1	1	1	0	29
chr1	6310603	6314328	1	1	1	45	3	49
chr1	6314500	6315018	1	1	1	45	0	49
chr1	6315204	6315381	1	1	1	53	1	49
chr1	6315569	6315648	1	1	1	48	1	49
chr1	6315731	6315821	1	1	1	50	1	50
chr1	6315884	6317929	1	1	1	46	2	47
chr1	6318034	6318289	1	1	1	45	9	50
chr1	6318417	6318499	1	3	1	50	5	46
chr1	6320392	6331153	1	1	1	30	0	44
chr1	6331320	6333057	1	1	1	32	0	49
chr1	6333167	6333247	1	1	1	23	1	50
chr1	6333489	6334765	1	1	1	29	0	46
